aba: 阿爸
quweicunzhen: 去伪存真
quxiangbuming: 去向不明
quwenyishi: 趣闻轶事
quandangquanguo: 全党全国
quandangquanjun: 全党全军
quandangtongzhi: 全党同志
quanguofulian: 全国妇联
quanguogedi: 全国各地
quanguoguanjun: 全国冠军
quanguojilu: 全国纪录
quanguolaomo: 全国劳模
quanguorenda: 全国人大
quanguorenmin: 全国人民
quanguozhengxie: 全国政协
quanjuguannian: 全局观念
quanliyifu: 全力以赴
quanmianfazhan: 全面发展
quanmianjiejue: 全面解决
quanmianjinzhi: 全面禁止
quanmianluoshi: 全面落实
quanmianpukai: 全面铺开
quanmiantigao: 全面提高
quanmiantuiguang: 全面推广
quanminqiye: 全民企业
quanminsuoyou: 全民所有
quannengguanjun: 全能冠军
quanquandaibiao: 全权代表
quanranbugu: 全然不顾
quanranbutong: 全然不同
quanranbuzhi: 全然不知
quanshenguanzhu: 全神贯注
quantichengyuan: 全体成员
quantihuiyi: 全体会议
quantirenmin: 全体人民
quanxinquanyi: 全心全意
quanyuanchengbao: 全员承包
quanhenglibi: 权衡利弊
quanlijiguan: 权力机关
quanlixiafang: 权力下放
quanweirenshi: 权威人士
quanyizhiji: 权宜之计
quantouchanpin: 拳头产品
quefajingyan: 缺乏经验
quejinshaoliang: 缺斤少两
queyishaoyao: 缺医少药
quefeiyishi: 确非易事
quequeshishi: 确确实实
quexinwuyi: 确信无疑
queyouqishi: 确有其事
qundaiguanxi: 裙带关系
quncequnli: 群策群力
qunfangzhengyan: 群芳争妍
qunqingzhenfen: 群情振奋
qunxingcuican: 群星璀灿
qunzhongdouzheng: 群众斗争
qunzhonggongzuo: 群众工作
qunzhongguanxi: 群众关系
qunzhongguandian: 群众观点
qunzhongjichu: 群众基础
qunzhongjiandu: 群众监督
qunzhongluxian: 群众路线
qunzhongshenghuo: 群众生活
qunzhongtuanti: 群众团体
qunzhongwenhua: 群众文化
qunzhongyijian: 群众意见
qunzhongyundong: 群众运动
qunzhongzuzhi: 群众组织
ranliaogongye: 燃料工业
ranmeizhiji: 燃眉之急
ranqilunji: 燃气轮机
raoyoufengqu: 饶有风趣
raoyouxingqu: 饶有兴趣
raodaoerxing: 绕道而行
rehuoshaoshen: 惹火烧身
rerenzhumu: 惹人注目
reshishengfei: 惹事生非
regongdangliang: 热功当量
rehefanying: 热核反应
rehewuqi: 热核武器
rehuozhaotian: 热火朝天
releiyingkuang: 热泪盈眶
religuocheng: 热力过程
relixunhuan: 热力循环
reliehuanying: 热烈欢迎
remenhuati: 热门话题
remindianzu: 热敏电阻
reqingjiedai: 热情接待
reqingyangyi: 热情洋溢
reqingzhoudao: 热情周到
rexiandianhua: 热线电话
rencaibeichu: 人才辈出
rencaichuzhong: 人才出众
rencaijiji: 人才济济
rencaijiaoliu: 人才交流
rencailiudong: 人才流动
rencaipeiyang: 人才培养
rencaiwailiu: 人材外流
rencailiangkong: 人财两空
rencailiangwang: 人财两旺
rendadaibiao: 人大代表
rendahuitang: 人大会堂
rendahuiyi: 人大会议
rendaozhongnian: 人到中年
rendaozhuyi: 人道主义
rendishengshu: 人地生疏
rendingxingwang: 人丁兴旺
rendingshengtian: 人定胜天
renduodishao: 人多地少
renduoshizhong: 人多势众
renfuyushi: 人浮于事
rengonghecheng: 人工合成
rengongzhineng: 人工智能
renhaizhanshu: 人海战术
renjijiaohu: 人机交互
renjijiemian: 人机界面
renjihanzhi: 人迹罕至
renjiguanxi: 人际关系
renjieyouzhi: 人皆有之
renjiediling: 人杰地灵
renjinqicai: 人尽其才
renjunchanzhi: 人均产值
renjunshouru: 人均收入
renkoulaohua: 人口老化
renkoupucha: 人口普查
renkouzengchang: 人口增长
renkunmafa: 人困马乏
renlairenwang: 人来人往
renleishehui: 人类社会
renmanweihuan: 人满为患
renmindaibiao: 人民代表
renminfayuan: 人民法院
renminfuzu: 人民富足
renminjingcha: 人民警察
renminjundui: 人民军队
renminliyi: 人民利益
renminminzhu: 人民民主
renminqunzhong: 人民群众
renminribao: 人民日报
renminshenghuo: 人民生活
renminyinxing: 人民银行
renminyingxiong: 人民英雄
renminzhengfu: 人民政府
renqingshigu: 人情世故
renrenjiezhi: 人人皆知
renrenpingdeng: 人人平等
renrenyouze: 人人有责
renshanrenhai: 人山人海
renshenziyou: 人身自由
renshengzaishi: 人生在世
renshengzhexue: 人生哲学
renshengdingfei: 人声鼎沸
renshouyice: 人手一册
renshoubaoxian: 人寿保险
rensuogongzhi: 人所共知
renxinhuanghuang: 人心惶惶
renxinsuoxiang: 人心所向
renxinxiangbei: 人心向背
renyanxishao: 人烟稀少
renyankewei: 人言可畏
renyangmafan: 人仰马翻
renyunyiyun: 人云亦云
renzangjuhuo: 人赃俱获
renzaoweixing: 人造卫星
renzhichangqing: 人之长情、人之常情
renzhiyijin: 仁至义尽
renqitunsheng: 忍气吞声
renrufuzhong: 忍辱负重
renwukeren: 忍无可忍
renshishuiping: 认识水平
renzhenduidai: 认真对待
renzhenfuze: 认真负责
renzhenguanche: 认真贯彻
renzhensikao: 认真思考
renzhenwancheng: 认真完成
renzhenxiqu: 认真吸取
renzhenzhixing: 认真执行
renzhengbiaozhi: 认证标志
renzhenggongzuo: 认证工作
renzuifuzui: 认罪服罪
renheshihou: 任何时候
renheyifang: 任何一方
renlaorenyuan: 任劳任怨
renqifazhan: 任其发展
renrenweixian: 任人为贤、任人唯贤
renrenweiqin: 任人唯亲
renwujianju: 任务艰巨
renzhongdaoyuan: 任重道远
richanggongzuo: 日常工作
richangshenghuo: 日常生活
rijiyuelei: 日积月累
rijiutianchang: 日久天长
riliwanji: 日理万机
rimutuqiong: 日暮途穷
ririyeye: 日日夜夜
rixinyueyi: 日新月异
riyijiye: 日以继夜
riyigonggu: 日益巩固
riyipin: 日益频
riyiwanshan: 日益完善
riyiyanzhong: 日益严重
riyizengchang: 日益增长
riyongbaihuo: 日用百货
rongdengbangshou: 荣登榜首
ronghuafugui: 荣华富贵
rongruyugong: 荣辱与共
rongyuchenghao: 荣誉称号
rongguanghuanfa: 容光焕发
rongjituola: 溶剂脱蜡
rongmozhuzao: 熔模铸造
ronghuiguantong: 融会贯通
rongweiyiti: 融为一体
rucidengdeng: 如此等等
rucieryi: 如此而已
rucishuolai: 如此说来
ruhutianyi: 如虎添翼
ruhuasijin: 如花似锦
ruhuorutu: 如火如荼
ruhuozhibao: 如获至宝
rujisike: 如饥似渴
rujiaosiqi: 如胶似漆
rushangsuoshu: 如上所述
rushizhongfu: 如释重负
ruyisuanpan: 如意算盘
ruyudeshui: 如鱼得水
ruyuanyichang: 如愿以偿
ruyejuhe: 乳液聚合
rubufuchu: 入不敷出
rumusanfen: 入木三分
ruqingruli: 入情入理
ruxiangsuisu: 入乡随俗
ruanjianchanye: 软件产业
ruanruohuansan: 软弱涣散
ruanruowuli: 软弱无力
ruanruowuneng: 软弱无能
ruanyingjianshi: 软硬兼施
ruibukedang: 锐不可当
ruiyigaige: 锐意改革
ruiyijinqu: 锐意进取
ruishifalang: 瑞士法郎
ruoganwenti: 若干问题
ruojiruoli: 若即若离
ruomingruoan: 若明若暗
ruowuqishi: 若无其事
ruoyinruoxian: 若隐若现
ruoyousuoshi: 若有所失
ruoyousuosi: 若有所思
sashoubuguan: 撒手不管
saerwaduo: 萨尔瓦多
saineijiaer: 塞内加尔
sanchangliangduan: 三长两短
sandafabao: 三大法宝
sandazuofeng: 三大作风
sanfanwuci: 三番五次
sanhaoxuesheng: 三好学生
sanjiaofangcheng: 三角方程
sanjiaohanshu: 三角函数
sanjiaopidai: 三角皮带
sanlingwushen: 三令五申
sansanliangliang: 三三两两
sansierxing: 三思而行
sanweiyiti: 三位一体
sanwuchengqun: 三五成群
sanxineryi: 三心二意
sanyanliangyu: 三言两语
sanzhongquanhui: 三中全会
sanziqiye: 三资企业
sanzudingli: 三足鼎立
sanzuodashan: 三座大山
sanghunluopo: 丧魂落魄
sangquanruguo: 丧权辱国
sangxinbingkuang: 丧心病狂
senlinziyuan: 森林资源
shajiqudan: 杀鸡取蛋
shajiquluan: 杀鸡取卵
sharenfanghuo: 杀人放火
sharenyuehuo: 杀人越货
shayijingbai: 杀一儆百
shamenshijun: 沙门氏菌
shafeikuxin: 煞费苦心
shayoujieshi: 煞有介事
shaixuanzhidu: 筛选制度
shanhongbaofa: 山洪暴发
shanhuhaixiao: 山呼海啸
shanmenghaishi: 山盟海誓
shannanhaibei: 山南海北
shanqingshuixiu: 山清水秀
shanqiongshuijin: 山穷水尽
shanzhenhaiwei: 山珍海味
shanfanjiujian: 删繁就简
shanshanlaichi: 姗姗来迟
shanfengdianhuo: 煽风点火
shanshanfaguang: 闪闪发光
shanshuoqici: 闪烁其辞
shanbaganxiu: 善罢甘休
shanebubian: 善恶不辨
shanhouchuli: 善后处理
shanhougongzuo: 善后工作
shanjierenyi: 善解人意
shanshishanzhong: 善始善终
shangfengbaisu: 伤风败俗
shanghenleilei: 伤痕累累
shangwangshigu: 伤亡事故
shangjiandanzheng: 商检单证
shangjianjigou: 商检机构
shangpinjiaohuan: 商品交换
shangpinjingji: 商品经济
shangpinliutong: 商品流通
shangpinshengchan: 商品生产
shangpinxiaoshou: 商品销售
shangpinzhiliang: 商品质量
shangwumude: 商务目的
shangwutanpan: 商务谈判
shangyebumen: 商业部门
shangyefapiao: 商业发票
shangyelirun: 商业利润
shangyeqiye: 商业企业
shangyexitong: 商业系统
shangyezhigong: 商业职工
shangyeziben: 商业资本
shangfafenming: 赏罚分明
shangxinyuemu: 赏心悦目
shangcengjianzhu: 上层建筑
shangchuanxiada: 上传下达
shangdangshoupian: 上当受骗
shanggejidu: 上个季度
shanggeshiji: 上个世纪
shanggexingqi: 上个星期
shangjilingdao: 上级领导
shangjizhishi: 上级指示
shangjiaolirun: 上交利润
shangmenfuwu: 上门服务
shangqingxiada: 上情下达
shangshanxiaxiang: 上山下乡
shangshengfudu: 上升幅度
shangxiajiehe: 上下结合
shangxiayizhi: 上下一致
shangxingxiaxiao: 上行下效
shangyijieduan: 上一阶段
shangzhangfudu: 上涨幅度
shaoxunyichou: 稍逊一筹
shaojianduoguai: 少见多怪
shaojiangkonghua: 少讲空话
shaonanshaonv: 少男少女
shaonianertong: 少年儿童
shaonianzhijia: 少年之家
shaoshengyousheng: 少生优生
shaoshuminzu: 少数民族
shaoshuoduozuo: 少说多做
shaoxianduiyuan: 少先队员
shaozouwanlu: 少走弯路
shejijiuren: 舍己救人
shejiweigong: 舍己为公
shejiweiren: 舍己为人
shejinqiuyuan: 舍近求远
sheshengwangsi: 舍生忘死
shebeiguanli: 设备管理
shejishuoming: 设计说明
sheshenchudi: 设身处地
shezhizhangai: 设置障碍
shehuianding: 社会安定
shehuibaoxian: 社会保险
shehuibiange: 社会变革
shehuicaifu: 社会财富
shehuichengyuan: 社会成员
shehuidiwei: 社会地位
shehuidiaocha: 社会调查
shehuifazhan: 社会发展
shehuifenpei: 社会分配
shehuifengqi: 社会风气
shehuifengshang: 社会风尚
shehuifuli: 社会福利
shehuigejie: 社会各界
shehuigongde: 社会公德
shehuiguanxi: 社会关系
shehuihuanjing: 社会环境
shehuihuodong: 社会活动
shehuikexue: 社会科学
shehuishenghuo: 社会生活
shehuishijian: 社会实践
shehuituanti: 社会团体
shehuiwenhua: 社会文化
shehuiwenti: 社会问题
shehuixiaoyi: 社会效益
shehuixinli: 社会心理
shehuixuqiu: 社会需求
shehuiyulun: 社会舆论
shehuizhidu: 社会制度
shehuizhian: 社会治安
shehuizhixu: 社会秩序
shehuizhuyi: 社会主义
shehuizuzhi: 社会组织
shejiaohuodong: 社交活动
shetuanzuzhi: 社团组织
shewaidanwei: 涉外单位
shewaihuodong: 涉外活动
shewaijingji: 涉外经济
shewaiqiye: 涉外企业
shezuqijian: 涉足其间
shenzhangzhengyi: 伸张正义
shenbaiminglie: 身败名裂
shenbuyouji: 身不由己
shencaikuiwu: 身材魁梧
shencanzhijian: 身残志坚
shenfuzhongren: 身负重任
shenhuaijueji: 身怀绝技
shenjiabaibei: 身价百倍
shenjianshuzhi: 身兼数职
shenjingbaizhan: 身经百战
shenjugaowei: 身居高位
shenjuyaozhi: 身居要职
shenlinqijing: 身临其境
shenqianglizhuang: 身强力壮
shenqiangtizhuang: 身强体壮
shentijiankang: 身体健康
shentilixing: 身体力行
shentisuzhi: 身体素质
shenwaizhiwu: 身外之物
shenxianshizu: 身先士卒
shenxinjiankang: 身心健康
shenbiaoyihan: 深表遗憾
shenderenxin: 深得人心
shenetongjue: 深恶痛绝
shenganbuan: 深感不安
shengengxizuo: 深耕细作
shenhouganqing: 深厚感情
shenhuagaige: 深化改革
shenjujianchu: 深居简出
shenmouyuanlv: 深谋远虑
shenrufazhan: 深入发展
shenrujiceng: 深入基层
shenruqianchu: 深入浅出
shenruqunzhong: 深入群众
shenrurenxin: 深入人心
shenrushenghuo: 深入生活
shenrushiji: 深入实际
shenruyanjiu: 深入研究
shenshouqihai: 深受其害
shensishulv: 深思熟虑
shenxinbuyi: 深信不疑
shenyouganchu: 深有感触
shenyoutihui: 深有体会
shenyoutonggan: 深有同感
shenzhentequ: 深圳特区
shencaifeiyang: 神采飞扬
shencaiyiyi: 神采奕奕
shendanmiaoyao: 神丹妙药
shenhuqishen: 神乎其神
shenjimiaosuan: 神机妙算
shenjingguomin: 神经过敏
shenjingmoshao: 神经末梢
shenjingshuairuo: 神经衰弱
shenjingxitong: 神经系统
shenjingxibao: 神经细胞
shenjingxianwei: 神经纤维
shenjingzhongshu: 神经中枢
shenmisecai: 神秘色彩
shentaiziruo: 神态自若
shentongguangda: 神通广大
shenzhoudadi: 神州大地
shenjigongzuo: 审计工作
shenmeiguandian: 审美观点
shenshidushi: 审时度势
shenshangxiansu: 肾上腺素
shenxiaochenshang: 甚嚣尘上
shenzhiyoushen: 慎之又慎
shenzhongcongshi: 慎重从事
shenzhongkaolv: 慎重考虑
shengbanyingtao: 生搬硬套
shengcaizhidao: 生财之道
shengchanbumen: 生产部门
shengchanchangjia: 生产厂家
shengchanchengben: 生产成本
shengchandadui: 生产大队
shengchandanwei: 生产单位
shengchandinge: 生产定额
shengchanfazhan: 生产发展
shengchanfangshi: 生产方式
shengchangongju: 生产工具
shengchangongyi: 生产工艺
shengchanguanxi: 生产关系
shengchanguanli: 生产管理
shengchanguimo: 生产规模
shengchanguocheng: 生产过程
shengchanjidi: 生产基地
shengchanjihua: 生产计划
shengchanjishu: 生产技术
shengchanjianshe: 生产建设
shengchanjingying: 生产经营
shengchanlaodong: 生产劳动
shengchanlingyu: 生产领域
shengchannengli: 生产能力
shengchanqianli: 生产潜力
shengchanrenwu: 生产任务
shengchanshuiping: 生产水平
shengchantiaojian: 生产条件
shengchanzhanxian: 生产战线
shengchanzhibiao: 生产指标
shengchanzhixu: 生产秩序
shengchanziliao: 生产资料
shengchanzijiu: 生产自救
shengchanzongzhi: 生产总值
shengchangfayu: 生长发育
shengdonghuopo: 生动活泼
shengeryunv: 生儿育女
shenghuodaiyu: 生活待遇
shenghuofangshi: 生活方式
shenghuofeiyong: 生活费用
shenghuofuwu: 生活服务
shenghuohuanjing: 生活环境
shenghuojingyan: 生活经验
shenghuoqixi: 生活气息
shenghuoshuiping: 生活水平
shenghuotiaojian: 生活条件
shenghuoxiguan: 生活习惯
shenghuoyongpin: 生活用品
shenghuoziliao: 生活资料
shenghuozuofeng: 生活作风
shengjiangran: 生机盎然
shengjibobo: 生机勃勃
shenglitedian: 生理特点
shengliweisheng: 生理卫生
shenglonghuohu: 生龙活虎
shengmingcaichan: 生命财产
shengmingyouguan: 生命攸关
shengpingshiji: 生平事迹
shengqibobo: 生气勃勃
shengsicunwang: 生死存亡
shengsiyouguan: 生死攸关
shengtaihuanjing: 生态环境
shengtaijianshe: 生态建设
shengtaipingheng: 生态平衡
shengtaixitong: 生态系统
shengtunhuobo: 生吞活剥
shengwufangzhi: 生物防治
shengwugongcheng: 生物工程
shengwugudan: 生物固氮
shengwuwuqi: 生物武器
shengwuzhipin: 生物制品
shengwuziyuan: 生物资源
shengyixinglong: 生意兴隆
shengzhixibao: 生殖细胞
shengdongjixi: 声东击西
shengmingdazhen: 声名大振
shengminglangjie: 声名狼藉
shengsejuli: 声色俱厉
shengshihaoda: 声势浩大
shengsilijie: 声嘶力竭
shengfunance: 胜负难测
shengliguoshi: 胜利果实
shenglizaiwang: 胜利在望
shengzhiyifa: 绳之以法
shengchijianyong: 省吃俭用
shengweishuji: 省委书记
shengweiyuanhui: 省委员会
shengzhijiguan: 省直机关
shengdankuaile: 圣诞快乐
shengjiyishi: 盛极一时
shengkuangkongqian: 盛况空前
shengqilingren: 盛气凌人
shengqingkuandai: 盛情款待
shengyuchanpin: 剩余产品
shengyujiazhi: 剩余价值
shengyulaodong: 剩余劳动
shengyulaoli: 剩余劳力
shiguweihan: 尸骨未寒
shidaoguazhu: 失道寡助
shierfude: 失而复得
shihunluopo: 失魂落魄
shiwuzhaoling: 失物招领
shiyerenshu: 失业人数
shizuqingnian: 失足青年
shifandaxue: 师范大学
shifanjiaoyu: 师范教育
shifanxuexiao: 师范学校
shifanxueyuan: 师范学院
shifanyuanxiao: 师范院校
shiqinghuayi: 诗情画意
shigongdanwei: 施工单位
shijiayali: 施加压力
shijiayingxiang: 施加影响
shizhancaihua: 施展才华
shizhancaineng: 施展才能
shidonglayue: 十冬腊月
shiebushe: 十恶不赦
shiermaqiu: 十二码球
shieryuefen: 十二月份
shierzhichang: 十二指肠
shifenbaogui: 十分宝贵
shifenbiyao: 十分必要
shifenfuza: 十分复杂
shifengaoxing: 十分高兴
shifenguanxin: 十分关心
shifenjilie: 十分激烈
shifenjianju: 十分艰巨
shifenkunnan: 十分困难
shifenmanyi: 十分满意
shifenmingque: 十分明确
shifenxiangsi: 十分相似
shifenxunsu: 十分迅速
shifenzhongshi: 十分重视
shifenzhongyao: 十分重要
shifenzhuyi: 十分注意
shijinianlai: 十几年来
shijinweizhi: 十进位制
shijiushiji: 十九世纪
shiliujinzhi: 十六进制
shinajiuwen: 十拿九稳
shiniandongluan: 十年动乱
shinianguihua: 十年规划
shinianneiluan: 十年内乱
shinianshumu: 十年树木
shiquanshimei: 十全十美
shiwanhuoji: 十万火急
shiyiyuefen: 十一月份
shiyoubajiu: 十有八九
shiyuegeming: 十月革命
shizhibajiu: 十之八九
shizilukou: 十字路口
shizizhicheng: 十字支撑
shenmeshihou: 什么时候
shenmeyangde: 什么样的
shichendahai: 石沉大海
shijiazhuangshi: 石家庄市
shipotianjing: 石破天惊
shiruishizhi: 石蕊试纸
shiyougongye: 石油工业
shiyouhuagong: 石油化工
shiyoujiage: 石油价格
shiyoukantan: 石油勘探
shiyoushichang: 石油市场
shibuwodai: 时不我待
shibuzailai: 时不再来
shidaiqixi: 时代气息
shidaitezheng: 时代特征
shiduanshixu: 时断时续
shigebujiu: 时隔不久
shiguojingqian: 时过境迁、事过境迁
shijiankuadu: 时间跨度
shikuaishiman: 时快时慢
shilaiyunzhuan: 时来运转
shilengshire: 时冷时热
shishikeke: 时时刻刻
shiyinshixian: 时隐时现
shizhijinri: 时至今日
shibiexitong: 识别系统
shibaoshixiao: 实报实销
shidikaocha: 实地考察
shijichengben: 实际成本
shijigongzi: 实际工资
shijigongzuo: 实际工作
shijihuilv: 实际汇率
shijikunnan: 实际困难
shijiqingkuang: 实际情况
shijishenghuo: 实际生活
shijishouru: 实际收入
shijishuiping: 实际水平
shijiwenti: 实际问题
shijixiaoguo: 实际效果
shi: 实
jixingdong: 际行动
shijixuyao: 实际需要
shijiyiyi: 实际意义
shijizengchang: 实际增长
shijianjingyan: 实践经验
shijianzhengming: 实践证明
shilixionghou: 实力雄厚
shilizhengce: 实力政策
shishibanfa: 实施办法
shishixize: 实施细则
shishizaizai: 实实在在
shishiqiushi: 实事求是
shixinshiyi: 实心实意
shixinggaige: 实行改革
shiyanbaogao: 实验报告、试验报告
shiyanchengji: 实验成绩
shiyongjishu: 实用技术
shiyongjiazhi: 实用价值、使用价值
shiyongjieduan: 实用阶段
shiyongzhuyi: 实用主义
shizhiwenti: 实质问题
shijinbumei: 拾金不昧
shibuyanjing: 食不厌精
shipingongye: 食品工业
shipingongsi: 食品公司
shipinweisheng: 食品卫生
shisuzili: 食宿自理
shiwuzhongdu: 食物中毒
shiyubuzhen: 食欲不振
shiwuqianli: 史无前例
shikoufouren: 矢口否认
shiliangziku: 矢量字库
shizhibuyu: 矢志不渝
shiyongbudang: 使用不当
shiyongfanwei: 使用范围、适用范围
shiyongfangfa: 使用方法
shiyongshouce: 使用手册
shiyongshouming: 使用寿命
shiyongshuoming: 使用说明
shizhongbaochi: 始终保持
shizhongbuxie: 始终不懈
shizhongbuyu: 始终不渝
shizhongruyi: 始终如一
shidaixiangchuan: 世代相传
shijiebeisai: 世界杯赛
shijiechaoliu: 世界潮流
shijiedaguo: 世界大国
shijiedasai: 世界大赛
shijiedazhan: 世界大战
shijiediyi: 世界第一
shijiefanwei: 世界范围
shijiegedi: 世界各地
shijiegeguo: 世界各国
shijieguanjun: 世界冠军
shijieheping: 世界和平
